,id,property_title,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,nr_reviews_past_year,avail_month,price_range
30628,912149898639905036,Financial District 3BR Apt with Washer/Dryer,2867137,Avi,Manhattan,Financial District,40.70342,-74.00998,Entire home/apt,300.0,30,0,90,186,0,jul-sep,High range
30629,912158210133915666,Tessy’s Place,519568267,Dexter,Brooklyn,East Flatbush,40.6515,-73.91177,Private room,97.0,2,16,1,134,13,apr-jun,Mid-range product
30630,912190924391215062,2BR Apt with Washer/Dryer in the Heart of FiDi,2867137,Avi,Manhattan,Financial District,40.70363973028427,-74.00817301161321,Entire home/apt,245.0,30,0,90,319,0,oct-dec,Mid-range product
30631,912198154257146118,Fully Furnished 2 BR Apt blocks from Central Park,2867137,Avi,Manhattan,Midtown,40.76545,-73.98162,Entire home/apt,240.0,30,1,90,325,1,oct-dec,Mid-range product
30632,912239943387317373,Midtown Haven: Fully Furnished 2BR Apartment,2867137,Avi,Manhattan,Midtown,40.764363760365725,-73.9818998045174,Entire home/apt,235.0,30,0,90,339,0,oct-dec,Mid-range product
30635,912278050394510826,Fully Furnished 2BR w/ Washer Dryer in Wall St,2867137,Avi,Manhattan,Financial District,40.70586497393179,-74.0083665232747,Entire home/apt,245.0,30,0,90,338,0,oct-dec,Mid-range product
30636,912294324411562584,2BR Apt in Wall Street with Washer/Dryer,2867137,Avi,Manhattan,Financial District,40.70371,-74.00684,Entire home/apt,260.0,30,0,90,319,0,oct-dec,High range
30637,912310416167011471,1 BR Apartment near NYU Langone Medical Center,2867137,Avi,Manhattan,Murray Hill,40.74476996142606,-73.97280248197976,Entire home/apt,220.0,30,0,90,340,0,oct-dec,Mid-range product
30638,912320613987670647,1BR Rental in Murray Hill with East River View,2867137,Avi,Manhattan,Murray Hill,40.744469852217826,-73.97231801314607,Entire home/apt,225.0,30,0,90,26,0,jan-mar,Mid-range product
30639,912333987362017752,Lenox Hill Studio Apartment,2867137,Avi,Manhattan,Upper East Side,40.76287758319091,-73.96465102780299,Entire home/apt,225.0,30,0,90,217,0,jul-sep,Mid-range product
30641,912355868324493373,Upper East Side NYC Studio Apartment,2867137,Avi,Manhattan,Upper East Side,40.76282,-73.96259,Entire home/apt,225.0,30,1,90,217,1,jul-sep,Mid-range product
30645,912505026066317199,Full floor brick home 2 bed/1.5 bath w garden.,3558042,Kai,Brooklyn,Prospect-Lefferts Gardens,40.65975,-73.95212,Entire home/apt,132.0,30,3,1,64,3,jan-mar,Mid-range product
30646,912510376402451395,Private Room A,184874464,Mei Ting,Staten Island,Midland Beach,40.575386971585,-74.10468258807194,Private room,40.0,30,2,5,338,2,oct-dec,Low-range product
30648,912598957771766169,East Village Design Studio,247713791,Evan,Manhattan,East Village,40.72580130009272,-73.98236080730918,Entire home/apt,260.0,30,1,1,292,1,oct-dec,High range
30649,912606299691564920,"Shared space, best vibes",519709655,Gerber,Manhattan,Harlem,40.82199,-73.9545,Shared room,100.0,30,0,1,364,0,oct-dec,Mid-range product
30650,912717631989480956,Central Park West deluxe duplex.,2282450,Philip,Manhattan,Upper West Side,40.77853880832481,-73.97491827607155,Entire home/apt,235.0,30,3,2,325,3,oct-dec,Mid-range product
30651,912839143978682230,"2-BR Gem, Crown Hts BK, 20 Mins to Manhattan!",12869191,Christopher,Brooklyn,Crown Heights,40.6765278,-73.925867,Entire home/apt,223.0,1,61,1,237,61,jul-sep,Mid-range product
30652,912860501177175987,Home in Bushwick,6257521,V And J,Brooklyn,Bushwick,40.68683,-73.90768,Entire home/apt,110.0,30,4,2,89,3,jan-mar,Mid-range product
30655,912898642102311652,Cute 1-2 bedroom in Greenpoint,6389602,Marisa,Brooklyn,Greenpoint,40.72445898115776,-73.94124408500842,Entire home/apt,150.0,30,0,1,79,0,jan-mar,Mid-range product
30656,912954461491294373,big clean side apartment,50375092,Mohamad,Staten Island,Midland Beach,40.5778184,-74.0923138,Entire home/apt,150.0,30,3,1,307,2,oct-dec,Mid-range product
30658,913100388817665332,"Spacious Duplex, 2BR & 2BTH East Village 9+ Guests",519842815,Hanna,Manhattan,East Village,40.726306006069265,-73.98751352032865,Entire home/apt,599.0,30,16,1,365,15,oct-dec,High range
30660,913179698983804232,Small room for sleeping,400013151,Lucas,Manhattan,Kips Bay,40.7412,-73.98286,Private room,147.0,30,0,2,365,0,oct-dec,Mid-range product
30661,913227757411567414,Relaxing  Room in Williamsburg,476583892,Gus,Brooklyn,Bedford-Stuyvesant,40.69746,-73.94329,Private room,150.0,30,1,7,365,0,oct-dec,Mid-range product
30664,913349521354135175,"Cute Room in Greenwich Village, Monthly Rental",20321207,Erin,Manhattan,Greenwich Village,40.72845809389882,-73.99963761813788,Private room,100.0,30,1,1,89,1,jan-mar,Mid-range product
30668,913517936554777822,"Blueground | West Village, fully furnished, w/d",107434423,Blueground,Manhattan,West Village,40.7330647,-74.0054821,Entire home/apt,372.0,31,1,842,264,1,jul-sep,High range
30669,913518239659716460,"Blueground | West Village, balcony & skylight",107434423,Blueground,Manhattan,West Village,40.7330647,-74.0054821,Entire home/apt,355.0,31,0,842,342,0,oct-dec,High range
30670,913556196684767548,Luxury Penthouse | Chelsea | In-unit Washer/Dryer,448326434,Boomerang,Manhattan,Chelsea,40.74611665373495,-73.9918096605635,Entire home/apt,360.0,30,0,43,121,0,apr-jun,High range
30671,913649203847330084,Cozy Room in South Williamsburg,476583892,Gus,Brooklyn,Bedford-Stuyvesant,40.69955,-73.94516,Private room,150.0,30,1,7,365,0,oct-dec,Mid-range product
30672,913651103845306428,Light-filled artist's pied-à-terre w/office,1230104,Lisa,Brooklyn,Clinton Hill,40.68519012759001,-73.96516006509863,Entire home/apt,215.0,30,0,1,276,0,oct-dec,Mid-range product
30673,913651309025783642,Dream Room In Williamsburg,476583892,Gus,Brooklyn,Bedford-Stuyvesant,40.697499286047,-73.94323083684318,Private room,150.0,30,3,7,365,1,oct-dec,Mid-range product
30674,913651695148256598,A leafy Brooklyn retreat,126778356,Martin,Brooklyn,Carroll Gardens,40.679860604507546,-73.99735564170147,Private room,200.0,30,0,1,269,0,jul-sep,Mid-range product
30675,913664880261753635,NEW: Harmonious and Gorgeous Chelsea Haven,27703258,Eric,Manhattan,Chelsea,40.74537,-74.0032,Entire home/apt,245.0,30,0,2,329,0,oct-dec,Mid-range product
30676,913671198784114317,LuxuryBuildingMidtownManhattan,30656279,Jill,Manhattan,Hell's Kitchen,40.7602412,-73.9954328,Entire home/apt,120.0,30,1,2,279,1,oct-dec,Mid-range product
30677,913677207265219203,Views:TimesSquare/EmpireState,266346965,Robert,Manhattan,Hell's Kitchen,40.76,-73.99601,Private room,396.0,30,0,2,267,0,jul-sep,High range
30678,913782379656718606,Most Stylish 1 Bedroom Apartment,520018167,Omar,Manhattan,Upper East Side,40.76889,-73.95546,Entire home/apt,176.0,30,7,1,267,7,jul-sep,Mid-range product
30679,913838136782491785,Private Studio next to N&W trains,205952507,Margarita,Queens,Ditmars Steinway,40.7735014,-73.9125708,Entire home/apt,95.0,30,4,2,150,4,apr-jun,Mid-range product
30680,913910420656026881,Brooklyn escape,151560516,Avi,Brooklyn,Bushwick,40.6842172,-73.9099809,Entire home/apt,160.0,30,0,1,364,0,oct-dec,Mid-range product
30681,913913652945789065,1 bed 1 bath in premier Bushwick,114447816,Ying,Brooklyn,Bushwick,40.69797615134485,-73.90884675896682,Private room,135.0,30,0,2,177,0,apr-jun,Mid-range product
30682,913925496138986779,East Village Jewel,151284868,Nicola,Manhattan,Lower East Side,40.72138,-73.98402,Entire home/apt,149.0,30,4,5,274,4,oct-dec,Mid-range product
30683,913979499533324610,Two rooms in a luxury townhouse,175728949,Emilio,Manhattan,Harlem,40.82489,-73.94682,Private room,410.0,1,7,3,80,7,jan-mar,High range
30685,914067222948859235,Grace NYC - Near Midtown,399275862,Jorge,Queens,Long Island City,40.76232808029855,-73.93877324857588,Entire home/apt,84.0,30,1,7,329,1,oct-dec,Low-range product
30687,914180674183200629,New apartment in Bushwick 2020,19303369,Hiroki,Brooklyn,Bushwick,40.68548,-73.91371,Private room,41.0,30,0,262,60,0,jan-mar,Low-range product
30688,914336107143259554,"Bushwick Room Exposed Brick, Laundry, Terrace #114",3223938,Eugene,Queens,Ridgewood,40.69902443173637,-73.90382109777005,Private room,43.0,90,0,692,364,0,oct-dec,Low-range product
30689,914355530146244914,Master Bedroom Sublet in 2BR Apt,16289089,Jessica,Manhattan,Upper East Side,40.769097353392354,-73.9499318128227,Private room,115.0,30,1,3,124,1,apr-jun,Mid-range product
30690,914362249001808672,Sun Drenched Williamsburg Family Apartment,16683784,Charles,Brooklyn,Williamsburg,40.71769257305508,-73.96042547354125,Entire home/apt,199.0,30,0,1,185,0,jul-sep,Mid-range product
30691,914503982420675976,Rent $3500 security $1500,520193615,Kimberly,Staten Island,Concord,40.600774112365634,-74.0817642894744,Entire home/apt,90.0,365,0,1,365,0,oct-dec,Mid-range product
30692,914578872494091102,Private room with Shared bath on Union Square 11,408979935,Nana And KY,Manhattan,Gramercy,40.73362725766837,-73.98789084209594,Entire home/apt,124.0,1,12,25,53,12,jan-mar,Mid-range product
30693,914592079538599777,Black &White Studio,417740213,Jade,Brooklyn,Bedford-Stuyvesant,40.68660066299319,-73.9193838548416,Entire home/apt,88.0,30,2,5,354,2,oct-dec,Mid-range product
30695,914651482170510192,Spacious 2 Bedroom,520235078,Amy,Bronx,Kingsbridge,40.87084,-73.90015,Entire home/apt,90.0,30,0,2,154,0,apr-jun,Mid-range product
30696,914677061652593063,Upper East Side of Manhattan Luxury Apartment,47515154,Erica,Manhattan,Upper East Side,40.76403252478061,-73.9639985206576,Entire home/apt,220.0,30,1,1,125,1,apr-jun,Mid-range product
30697,914732629628014021,Cozy Private Sunny room Columbia Univ,311142157,Anna,Manhattan,Harlem,40.809,-73.95247,Private room,69.0,30,3,4,90,3,apr-jun,Low-range product
30699,915094903960790848,Lovely Full Apt x East Village (Tompkins Sq. Park),100687272,Denis,Manhattan,East Village,40.72491,-73.9831,Entire home/apt,220.0,30,4,1,122,4,apr-jun,Mid-range product
30700,915099393883550173,"Blueground | Midtown E, w/d & doorman, nr UN",107434423,Blueground,Manhattan,Midtown,40.7514705,-73.9714149,Entire home/apt,423.0,31,0,842,254,0,jul-sep,High range
30701,915099832149081162,"Blueground | West Village, w/d, nr Pier 46",107434423,Blueground,Manhattan,West Village,40.7336747,-74.00786939999999,Entire home/apt,362.0,31,0,842,190,0,jul-sep,High range
30702,915111198552800309,Artists Loft - Heart of Tribeca,2543593,Ruthie,Manhattan,Tribeca,40.71816,-74.00871,Entire home/apt,325.0,30,1,1,249,1,jul-sep,High range
30703,915141416093788986,"Clinton's Hill, The family nest",520338310,Clémence,Brooklyn,Clinton Hill,40.68746763704147,-73.96765442730825,Entire home/apt,200.0,30,0,1,334,0,oct-dec,Mid-range product
30704,915143478128199331,78-3C  Newly renovated 1BR WD Walk 2 Central Park,162280872,Urban Furnished,Manhattan,Upper East Side,40.772425,-73.9545481,Entire home/apt,201.0,30,1,212,340,1,oct-dec,Mid-range product
30705,915164113918525424,Sunny Room in Williamsburg,476583892,Gus,Brooklyn,Bedford-Stuyvesant,40.69948,-73.94397,Private room,150.0,30,3,7,365,0,oct-dec,Mid-range product
30706,915195382103435091,Bright room - near LGA airport,261799254,Erika,Queens,East Elmhurst,40.7644857,-73.8682204,Private room,65.0,30,0,1,179,0,apr-jun,Low-range product
30707,915339054819122645,Upper west Manhattan sunny side,520392201,Isabella,Manhattan,Washington Heights,40.85308682146161,-73.9325681214317,Private room,41.0,30,2,1,70,2,jan-mar,Low-range product
30716,915450692103842238,回家的感觉,520407261,Shenglu,Staten Island,Shore Acres,40.60927,-74.07344,Entire home/apt,100.0,30,5,1,89,5,jan-mar,Mid-range product
30717,915485774792788806,1 Bedroom Beautiful Apartment in New Building,231159550,Alex,Brooklyn,Bushwick,40.698563082201005,-73.93323906826858,Entire home/apt,229.0,30,0,1,358,0,oct-dec,Mid-range product
30718,915582219304445869,Large private sunny Rego Park,2841314,Andrew,Queens,Rego Park,40.73273447409901,-73.86213205754757,Entire home/apt,110.0,334,0,1,358,0,oct-dec,Mid-range product
30719,915584920868093399,Next Door to Fort Green Park,18728039,Andrea,Brooklyn,Fort Greene,40.6931097,-73.97342569999999,Entire home/apt,75.0,30,2,1,300,2,oct-dec,Low-range product
30720,915780736371404768,Modern Apartment in Brooklyn,8524462,Nathan,Brooklyn,Bushwick,40.69176,-73.907,Entire home/apt,190.0,30,5,2,180,5,apr-jun,Mid-range product
30721,915810628947572057,UWS Park Block Duplex+ with 3/4 BR and 3BTH,13956904,Joseph,Manhattan,Upper West Side,40.787190060559816,-73.97017785026246,Entire home/apt,703.0,30,1,1,181,1,jul-sep,High range
30722,915852554195720622,Sprawling 4 bdrm Townhouse,462316797,Saryat,Manhattan,Murray Hill,40.74839771463044,-73.97582509273376,Entire home/apt,1022.0,2,6,1,316,6,oct-dec,High range
30723,915896747275039057,Penthouse Duplex Apartment NYC,96623913,Khizer,Queens,Woodside,40.74567968004617,-73.89905271696738,Entire home/apt,269.0,2,43,1,195,39,jul-sep,High range
30724,916141533448157977,Stylish 1BR w/ Luxury Amenities,473656885,Marinela,Staten Island,Clifton,40.61372,-74.08728,Entire home/apt,102.0,30,17,2,274,17,oct-dec,Mid-range product
30726,916510544153962030,Spacious 2br in new building wburg!,12578895,Daniel,Brooklyn,Williamsburg,40.71777447956752,-73.95263651496944,Entire home/apt,420.0,30,2,1,89,2,jan-mar,High range
30727,916546579731124328,Apartment in New York,13444006,Nana,Manhattan,Harlem,40.81991,-73.93864,Entire home/apt,325.0,30,5,2,64,5,jan-mar,High range
30728,916555518023005578,Wonderful space with 2 full bath included hot tub,512596769,Isabel,Queens,Flushing,40.76051425514592,-73.8317358015938,Private room,218.0,1,5,1,364,4,oct-dec,Mid-range product
30729,916584033110679167,Sunny Luxury Waterfront Apartment,135136607,Adam,Bronx,Port Morris,40.80916,-73.93073,Entire home/apt,98.0,30,2,1,98,2,apr-jun,Mid-range product
30730,916671405986442005,Apartment with private green backyard,6127034,Delia,Manhattan,Harlem,40.80285928465921,-73.9581490595645,Entire home/apt,220.0,30,1,1,96,1,apr-jun,Mid-range product
30731,916676603917739189,Amazing 1 Bedroom *CrownHGHTS*,339125903,Sean,Brooklyn,Crown Heights,40.66981,-73.92083,Entire home/apt,176.0,30,0,1,364,0,oct-dec,Mid-range product
30732,916781845374070613,Great UWS apart 1 blk from Park,247876666,Karen,Manhattan,Upper West Side,40.7865259,-73.9738545,Entire home/apt,120.0,30,1,1,102,1,apr-jun,Mid-range product
30733,916795601001249138,The Pearl.,481426303,Noralea,Brooklyn,Canarsie,40.63891176120992,-73.91277049738814,Private room,70.0,60,11,2,365,11,oct-dec,Low-range product
30734,916821110812610124,Luxurious 2 bd 2 bath Manhattan,52459692,Jason,Manhattan,Midtown,40.75551,-73.96735,Entire home/apt,900.0,30,0,1,338,0,oct-dec,High range
30735,916854231447228894,One bedroom apartment,51257906,Rebecca,Queens,Jackson Heights,40.75241998096983,-73.89364790120311,Entire home/apt,171.0,30,8,1,90,7,apr-jun,Mid-range product
30736,916908855321033088,Guest suite,230205171,Lian,Bronx,Pelham Bay,40.84413469076182,-73.83006591087238,Entire home/apt,50.0,30,4,1,53,4,jan-mar,Low-range product
30737,916922484747677933,LaGuardia Residence,520758457,Oscar,Queens,East Elmhurst,40.76101862272048,-73.88120577797208,Private room,175.0,30,17,1,173,17,apr-jun,Mid-range product
30738,916935346150480085,.+ Newly renovated +. West Village/Chelsea Studio,48509833,Kymberly,Manhattan,West Village,40.73895483340238,-74.00100074708462,Entire home/apt,200.0,30,4,1,296,4,oct-dec,Mid-range product
30739,917234029357675052,Heart of Brooklyn & New applices,341182053,Marcus,Brooklyn,East Flatbush,40.64795,-73.94326,Entire home/apt,170.0,180,0,2,365,0,oct-dec,Mid-range product
30741,917260113030074428,Lovely Relaxing Home,520829715,Hibba,Brooklyn,Canarsie,40.630771,-73.9008353,Entire home/apt,214.0,30,11,1,364,11,oct-dec,Mid-range product
30742,917280232416284960,Quaint 2 BR Apt By Central Park,460919458,David,Manhattan,East Harlem,40.79397402046663,-73.94370885397062,Entire home/apt,120.0,30,1,10,307,1,oct-dec,Mid-range product
30743,917297550127335549,Luxury Home Nearby JFK,520841617,Michael,Queens,Laurelton,40.68124810391811,-73.75017305994251,Entire home/apt,317.0,2,20,3,140,20,apr-jun,High range
30744,917351702378753423,1-Bed Spacious Apartment (Washer/Dryer in unit),520662856,Felipe,Manhattan,East Harlem,40.79944049231025,-73.93752439656858,Private room,105.0,120,0,1,263,0,jul-sep,Mid-range product
30745,917361372686579525,Quiet bedroom in a heart of Brooklyn,467237507,Aleksandra,Brooklyn,Greenpoint,40.7366578,-73.954515,Private room,53.0,30,0,1,92,0,apr-jun,Low-range product
30746,917375093575662322,Well-renovated Cozy Private room | Brooklyn,303156931,Leo,Brooklyn,Bedford-Stuyvesant,40.693487976694435,-73.95630569428968,Private room,60.0,30,0,39,187,0,jul-sep,Low-range product
30747,917422762791080450,"SOHO Loft Penthouse 2,000SF",520887732,Yariv,Manhattan,Greenwich Village,40.72709,-73.99668,Entire home/apt,480.0,30,2,1,302,2,oct-dec,High range
30748,917490319184727650,The Highline I,61391963,Stay With Vibe,Manhattan,Chelsea,40.7456,-74.00483,Entire home/apt,124.0,30,4,129,202,4,jul-sep,Mid-range product
30749,917508855013718799,Spacious Private room in Brooklyn,303156931,Leo,Brooklyn,Bedford-Stuyvesant,40.69167441325695,-73.95507866737121,Private room,60.0,30,0,39,211,0,jul-sep,Low-range product
30750,917520465283957078,Private room for rent Brooklyn,520920327,Peter,Brooklyn,Brownsville,40.65852,-73.90634,Private room,54.0,365,0,1,364,0,oct-dec,Low-range product
30751,917521967079126177,Cozy Private Bedroom | Manhattan,303156931,Leo,Manhattan,Harlem,40.80468220696974,-73.95646720867833,Private room,75.0,30,2,39,180,2,apr-jun,Low-range product
30752,917633322049671093,NYC Gem. Great Location & Value.,1503258,Dragan,Queens,Astoria,40.757183,-73.9207576,Entire home/apt,78.0,30,0,2,109,0,apr-jun,Low-range product
30755,917658108405701581,Crown King,439618577,Quinten,Brooklyn,Crown Heights,40.67426,-73.94685,Private room,56.0,30,2,3,307,2,oct-dec,Low-range product
30756,917661682796465350,Peaceful Gateway in South Slope/Private Bath/Metro,175973616,Aslan,Brooklyn,Sunset Park,40.6636493,-73.9969256,Private room,80.0,30,4,3,95,4,apr-jun,Low-range product
30758,917694397894149224,Private Bath/Close To Prospect Park & Subway 6 min,175973616,Aslan,Brooklyn,Sunset Park,40.66271,-73.99573,Private room,84.0,30,7,3,132,7,apr-jun,Low-range product
30759,917700764745629305,Private Bath/steps from Park Slope & Subway 6 min,175973616,Aslan,Brooklyn,Sunset Park,40.66316,-73.99582,Private room,84.0,30,3,3,339,3,oct-dec,Low-range product
30760,917885222415016226,"Blueground | E Village, elevator, nr Union Square",107434423,Blueground,Manhattan,East Village,40.730657,-73.988651,Entire home/apt,466.0,31,0,842,336,0,oct-dec,High range
30762,918052460306833155,Charming Chelsea Studio in the Heart of Manhattan,85395645,Lena,Manhattan,Chelsea,40.741407607951814,-73.99956027545893,Entire home/apt,140.0,30,0,1,35,0,jan-mar,Mid-range product
30766,918080641424602526,The Utopia in Ditmas park,209566936,Chesky,Brooklyn,Flatbush,40.63969,-73.96287,Private room,150.0,30,1,4,90,1,apr-jun,Mid-range product
30767,918089480833410085,Ditmas Park Heaven!,209566936,Chesky,Brooklyn,Flatbush,40.64119,-73.96486,Private room,150.0,30,3,4,90,3,apr-jun,Mid-range product
30768,918130735715171123,Chic and Modern Bed Stuy 2br,5199109,Torbitt,Brooklyn,Bedford-Stuyvesant,40.68072,-73.93154,Entire home/apt,266.0,3,11,1,256,11,jul-sep,High range
30770,918141090813487912,Beachfront near JFK,521073358,Germaine,Queens,Arverne,40.5883964,-73.7934995,Entire home/apt,1075.0,30,0,3,365,0,oct-dec,High range
30771,918158720284859176,Serene Minimalist Escape - Heart of Bushwick,140328984,Shijia,Brooklyn,Bushwick,40.70333966906888,-73.92678872875516,Entire home/apt,165.0,30,3,1,250,3,jul-sep,Mid-range product
30772,918299351414917573,"15 mins to Manhattan from Woodside, Queens.",521117331,Uma,Queens,Maspeth,40.7393937,-73.9052737,Private room,98.0,1,70,1,155,70,apr-jun,Mid-range product
30773,918355450872351634,Central Park Apt In NYC,521106009,Lis,Manhattan,Harlem,40.80544159999999,-73.9493112,Entire home/apt,263.0,2,42,1,164,42,apr-jun,High range
30774,918366430524968270,Thoughtfully crafted 2 bdrm apt central Brooklyn,521139966,Amber,Brooklyn,East Flatbush,40.66053300000001,-73.9275687,Entire home/apt,144.0,30,2,1,335,2,oct-dec,Mid-range product
30775,918367184813940843,Surfer's paradise- one block from the beach!,521140111,Thomas,Queens,Rockaway Beach,40.586635024644494,-73.8137535835943,Entire home/apt,425.0,30,1,1,183,1,jul-sep,High range
30776,918388866035115888,Room in old town/south beach,427453659,Sewart,Staten Island,South Beach,40.59537704991839,-74.0917927396507,Private room,58.0,30,0,1,364,0,oct-dec,Low-range product
30777,918404144849811197,"Gorgeous, cozy 1BR apartment by Yankee",460147305,Milos,Bronx,Claremont Village,40.8446335,-73.91017339999999,Private room,98.0,30,3,1,269,2,jul-sep,Mid-range product
30778,918518905939693392,"Blueground | Murray Hill, w/d, nr Empire State",107434423,Blueground,Manhattan,Kips Bay,40.7450191,-73.9780535,Entire home/apt,288.0,31,0,842,244,0,jul-sep,High range
30779,918519185390900058,"Blueground | W Village, skylight & w/d",107434423,Blueground,Manhattan,West Village,40.7330647,-74.0054821,Entire home/apt,368.0,31,0,842,329,0,oct-dec,High range
30780,918656390074238033,Fully equipped Studio to sublet,521197032,Sedki,Queens,Kew Gardens,40.70922,-73.82926,Entire home/apt,92.0,30,0,1,364,0,oct-dec,Mid-range product
30781,918665614477414731,Three bedroom home.,149603923,Virginia,Staten Island,Bull's Head,40.60947,-74.16976,Entire home/apt,200.0,30,4,1,332,4,oct-dec,Mid-range product
30782,918709843719520039,Sunny & Calm East Village Studio,247476774,Elsa,Manhattan,East Village,40.72519,-73.98954,Entire home/apt,168.0,30,2,1,364,2,oct-dec,Mid-range product
30783,918820343984270257,Budget Single Room at Empire Blvd,514336590,Reservation,Brooklyn,Prospect-Lefferts Gardens,40.66286,-73.95166,Private room,82.0,30,0,33,357,0,oct-dec,Low-range product
30784,918838993806282033,Inwood' Best Designed Apartment,521254985,Nickolas,Manhattan,Inwood,40.86949,-73.92157,Private room,175.0,30,0,1,269,0,jul-sep,Mid-range product
30785,918887902897937374,Mott Haven Suite w Balcony | Kitchenette | Gym,30283594,Global Luxury Suites,Bronx,Port Morris,40.809887,-73.93061,Entire home/apt,196.0,1,13,57,350,13,oct-dec,Mid-range product
30786,918922755663096850,Comfortable one bedroom apartment in Harlem,521283201,Ana,Manhattan,Harlem,40.81207393713428,-73.94514822528002,Entire home/apt,96.0,30,1,1,245,1,jul-sep,Mid-range product
30787,919010726624168985,Prime bedstuy apt on Tompkins av,53964443,Roseline,Brooklyn,Bedford-Stuyvesant,40.68712,-73.94525,Private room,88.0,30,0,1,269,0,jul-sep,Mid-range product
30788,919025011861214666,HellsKitchen-2br entire home IN Times SQ*,186679094,Kee,Manhattan,Hell's Kitchen,40.76753583140569,-73.98799292435392,Entire home/apt,350.0,30,13,1,122,13,apr-jun,High range
30789,919079290929930876,315-3 RedDoor7,267272502,MedHousing,Bronx,Claremont Village,40.842000425771985,-73.90545144782298,Private room,55.0,30,0,29,126,0,apr-jun,Low-range product
30790,919086783844247028,Bright spacious 1 bedroom near Times Square,56614506,Ilja,Manhattan,Hell's Kitchen,40.760475757947944,-73.99584706027542,Entire home/apt,240.0,30,0,1,269,0,jul-sep,Mid-range product
30791,919116471135457824,Private Room. Luxury SoHo Duplex,12457851,Arya,Manhattan,SoHo,40.7260292,-74.0011378,Private room,102.0,30,0,5,269,0,jul-sep,Mid-range product
30792,919116887602916479,Massive Private Room w bathroom in Tribeca Loft,12457851,Arya,Manhattan,Tribeca,40.71932061511032,-74.00312723007225,Private room,350.0,30,0,5,118,0,apr-jun,High range
30793,919383845592883891,Bo Better Blues Bed-Stuy Brownstone w/ Backyard,147500609,Duane,Brooklyn,Bedford-Stuyvesant,40.68414,-73.9355,Entire home/apt,204.0,5,31,1,126,31,apr-jun,Mid-range product
30794,919387125442548941,Entire Apartment in Brooklyn Luxury Building,102633259,Jemimah,Brooklyn,Prospect-Lefferts Gardens,40.66041572600819,-73.96081031690498,Entire home/apt,200.0,30,0,1,365,0,oct-dec,Mid-range product
30795,919391026829825331,Cozy 2BR in heart of Brooklyn,104851667,India,Brooklyn,Bushwick,40.70639592773135,-73.91922727900233,Entire home/apt,278.0,1,46,1,255,46,jul-sep,High range
30796,919472573063950493,"Large Furnished Room, 8 min to Prospect Park #76",3223938,Eugene,Brooklyn,Crown Heights,40.67431,-73.95212,Private room,34.0,30,0,692,187,0,jul-sep,Low-range product
30797,919510547607196105,Budget Friendly Guest Room - Eastern Parkway,514336590,Reservation,Brooklyn,Crown Heights,40.66893,-73.93712,Private room,95.0,30,1,33,307,1,oct-dec,Mid-range product
30798,919518849494471990,Beautiful two bedroom duplex,521425041,Dave,Bronx,Edenwald,40.8919843065169,-73.84188156462697,Entire home/apt,112.0,90,0,1,364,0,oct-dec,Mid-range product
30799,919539730227533043,Experience Furnished Studio on West 30th Street,514336590,Reservation,Manhattan,Chelsea,40.75137030534894,-73.99864844042193,Private room,190.0,30,0,33,108,0,apr-jun,Mid-range product
30800,919539874798990303,Lovely Room with Mini Kitchen,514336590,Reservation,Manhattan,Chelsea,40.75155,-73.99813,Private room,141.0,30,0,33,254,0,jul-sep,Mid-range product
30802,919625176319452795,Lower Manhattan pad,170531,Dusan,Manhattan,Battery Park City,40.70576731654244,-74.01690631426206,Entire home/apt,139.0,30,1,1,134,1,apr-jun,Mid-range product
30803,919634637929081011,Bronx LuxuryStay,387688509,Fatumata,Bronx,Mott Haven,40.81561774460539,-73.9169056640696,Entire home/apt,405.0,30,0,1,270,0,jul-sep,High range
30804,919648813619825299,"Private Room at Eastern Parkway, Brooklyn",514336590,Reservation,Brooklyn,Crown Heights,40.668173806778334,-73.93706216888984,Private room,90.0,30,1,33,336,1,oct-dec,Mid-range product
30806,919657616113662328,QUEEN Room with Private Yard in Duplex-1st Floor,25041674,Edward,Brooklyn,Crown Heights,40.675355549057016,-73.95229986727685,Private room,124.0,30,9,2,269,9,jul-sep,Mid-range product
30807,919698648386324448,"Colorful, Artsy Flat in Bushwick",57558137,Lauren,Brooklyn,Bushwick,40.69009339736068,-73.91673382083899,Private room,100.0,30,0,1,179,0,apr-jun,Mid-range product
30808,919742181611245740,"Modern Studio, Cozy, New Renovat",447283837,Shemi,Brooklyn,East Flatbush,40.65603,-73.93213589999999,Entire home/apt,141.0,1,26,10,322,25,oct-dec,Mid-range product
30809,919794429341881622,Luxury Room in Queens. Near Jamaica Hospital,519259891,Dindial,Queens,Jamaica,40.7015762,-73.812889,Private room,39.0,30,1,6,32,1,jan-mar,Low-range product
30810,919827882552409032,Sunny Room in E. Flatbush apt,2164856,Jasmine,Brooklyn,East Flatbush,40.6498,-73.94846,Private room,76.0,30,0,1,90,0,apr-jun,Low-range product
30812,920068592892731269,"Blueground | East Village, w/d, nr Union Square",107434423,Blueground,Manhattan,East Village,40.73066,-73.98865,Entire home/apt,304.0,31,0,842,321,0,oct-dec,High range
30813,920069373723972214,"Blueground | West Village, in-unit, w/d",107434423,Blueground,Manhattan,West Village,40.7330647,-74.0054821,Entire home/apt,365.0,31,1,842,335,1,oct-dec,High range
